"id","generation","time_period","primary_console","game_media","price","id-2","first_name","last_name","designation","age","salary","unit"
NULL,NULL,NULL,NULL,NULL,NULL,23,"NETTIE","ANDRADA","Analyst",23,40541,"Operations"
NULL,NULL,NULL,NULL,NULL,NULL,24,"WENDI","APPERT","Analyst",25,43920,"Web"
NULL,NULL,NULL,NULL,NULL,NULL,25,"BRENT","ABRIL","Analyst",21,45832,"Management"
NULL,NULL,NULL,NULL,NULL,NULL,26,"HARRIETTE","ARMSTRONG","Analyst",23,48102,"Marketing"
NULL,NULL,NULL,NULL,NULL,NULL,27,"GARLAND","AGLER","Analyst",21,48662,"Management"
NULL,NULL,NULL,NULL,NULL,NULL,28,"OSWALDO","ALLENBAUGH","Analyst",25,49685,"Operations"
NULL,NULL,NULL,NULL,NULL,NULL,29,"SEYMOUR","ALBEN","Senior Analyst",25,57488,"Operations"
NULL,NULL,NULL,NULL,NULL,NULL,30,"ROXANNE","AMRINE","Analyst",21,45410,"Marketing"
NULL,NULL,NULL,NULL,NULL,NULL,31,"CLAUD","ALLATEEF","Analyst",21,43030,"Management"
NULL,NULL,NULL,NULL,NULL,NULL,32,"MARIANNA","ARGENTIERI","Analyst",22,42388,"Management"
NULL,NULL,NULL,NULL,NULL,NULL,33,"FOSTER","ALDERMAN","Senior Analyst",26,68295,"Operations"
NULL,NULL,NULL,NULL,NULL,NULL,34,"MAUDIE","ARENIVAR","Associate",29,73397,"Web"
NULL,NULL,NULL,NULL,NULL,NULL,35,"TORI","ARCE","Analyst",22,47008,"Management"
NULL,NULL,NULL,NULL,NULL,NULL,36,"KELLEY","ALLAM","Analyst",23,49898,"Marketing"
NULL,NULL,NULL,NULL,NULL,NULL,37,"HILLARY","ANTONIA","Analyst",23,45389,"Management"
38,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",38,"MICKEY","AGRAMONTE","Analyst",22,49326,"Web"
39,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",39,"ROSIE","AMILL","Analyst",24,49901,"Web"
40,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",40,"GAVIN","AINI","Analyst",24,42529,"IT"
41,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",41,"ANNABELLE","ANTROBUS","Analyst",25,44448,"Finance"
42,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",42,"CHRISTINE","ALPHONSE","Senior Manager",39,175497,"Marketing"
43,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",43,"MELODIE","ARMENT","Analyst",25,47739,"IT"
44,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",44,"MICHELL","ARCH","Analyst",25,49046,"Web"
45,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",45,"ANDREW","ABALOZ","Analyst",25,47961,"Operations"
46,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",46,"LUCRETIA","ARGYLE","Associate",29,96378,"Operations"
47,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",47,"JODY","ADOLFO","Associate",32,76411,"IT"
48,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",48,"GILDA","ARANCIBIA","Analyst",23,40264,"Web"
49,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",49,"JOSPEH","ALLIS","Analyst",22,45364,"Web"
50,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",50,"KING","ALIMENT","Analyst",22,42013,"Web"
51,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",51,"KURT","ACEVEDO","Analyst",25,42362,"Marketing"
52,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",52,"LYNNETTE","APRUZZESE","Analyst",25,44620,"Finance"
53,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",53,"DANIELA","ARIAIL","Analyst",23,43285,"Operations"
54,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",54,"CARI","ARENALES","Senior Analyst",28,66338,"Web"
55,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",55,"ANGELITA","ARAGUS","Analyst",25,46436,"IT"
56,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",56,"ISABELLE","ANGERMAN","Analyst",24,49705,"Management"
57,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",57,"NORBERT","AHALT","Analyst",21,40095,"Management"
58,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",58,"PAULINE","ALTSHULER","Senior Analyst",28,61647,"Finance"
59,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",59,"JANETTE","ANEZ","Analyst",21,42811,"Marketing"
60,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",60,"CHARLENE","AMANO","Analyst",25,47365,"Finance"
61,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",61,"HOWARD","ABDELWAHED","Analyst",22,45721,"Operations"
62,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",62,"PAUL","AANENSON","Analyst",25,49976,"Web"
63,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",63,"CORTEZ","ALLINDER","Analyst",21,42650,"Marketing"
64,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",64,"AHMAD","ALCANTARA","Analyst",25,44632,"Management"
65,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",65,"JONAH","ALEWINE","Analyst",25,48389,"Operations"
66,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",66,"DARIN","AFABLE","Analyst",21,48665,"Operations"
67,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",67,"ALONSO","ALMANZA","Associate",31,72886,"Management"
68,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",68,"RENE","ANKLAM","Analyst",21,45225,"IT"
69,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",69,"RILEY","AIKINS","Senior Analyst",25,60712,"Finance"
70,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",70,"WYATT","ALBERTS","Analyst",24,41290,"Operations"
71,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",71,"KIMBERLEE","ARCIGA","Analyst",21,44993,"IT"
72,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",72,"KRISTA","AMRICH","Analyst",24,46118,"IT"
73,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",73,"MARYJANE","ARES","Senior Analyst",25,65212,"Management"
74,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",74,"SAVANNAH","APREA","Senior Manager",38,193621,"Operations"
75,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",75,"NATALIE","AMALONG","Analyst",23,44223,"Marketing"
76,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",76,"MARY","ALMESTICA","Senior Analyst",27,53339,"Finance"
77,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",77,"KAYLA","AMLIN","Analyst",24,43638,"Web"
78,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",78,"JULIAN","ACKERLEY","Analyst",22,44963,"Marketing"
79,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",79,"JO","AMBLER","Analyst",21,42686,"Marketing"
80,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",80,"KASEY","APFEL","Analyst",21,40381,"Web"
81,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",81,"IONA","ARGALL","Analyst",21,48461,"Finance"
82,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",82,"ALBERTA","AMIS","Analyst",25,46584,"Marketing"
83,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",83,"WILMER","AKIONA","Senior Analyst",25,50739,"IT"
84,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",84,"MELVIN","ABERNATHA","Associate",31,82083,"Management"
85,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",85,"CORA","AMESQUITA","Analyst",23,40324,"Operations"
86,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",86,"EVERETT","ACHILLES","Analyst",23,44001,"Management"
87,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",87,"DOTTIE","ARDREY","Analyst",22,43059,"Management"
88,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",88,"CORINE","APAEZ","Analyst",24,41685,"Finance"
89,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",89,"DARIO","ALESSI","Associate",28,95982,"Operations"
90,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",90,"HILDA","AMBROSIUS","Analyst",23,44699,"Management"
91,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",91,"ELOISA","ARGIE","Senior Analyst",28,52690,"Marketing"
92,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",92,"HEIDI","AMAZAN","Analyst",21,40041,"Management"
93,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",93,"KATELYN","APPENZELLER","Senior Analyst",28,56314,"Finance"
94,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",94,"WILLIS","ADAN","Analyst",25,49785,"Operations"
95,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",95,"RUTH","ALO","Analyst",24,41284,"Web"
96,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",96,"JOSEFA","APPLEWHAITE","Analyst",22,40562,"Finance"
97,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",97,"OSCAR","ABLING","Analyst",22,46741,"Operations"
98,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",98,"ROOSEVELT","ADES","Analyst",24,45100,"Operations"
99,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",99,"MARVIN","ABELS","Analyst",22,41712,"IT"
100,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",100,"MARCELLA","AMY","Analyst",24,47069,"Operations"
101,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",101,"KARL","ACCETTURO","Analyst",25,40460,"Web"
102,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",102,"WALTER","ABATE","Analyst",24,47068,"Finance"
103,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",103,"ELIZA","ANSBACHER","Senior Analyst",25,50813,"Marketing"
104,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",104,"YONG","ALDERFER","Manager",33,129191,"Operations"
105,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",105,"CARI","ARENALES","Senior Analyst",28,66338,"Web"
106,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",106,"ALVA","ALAMPI","Analyst",24,46749,"Operations"
107,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",107,"REINA","ARMAGOST","Manager",33,108665,"Finance"
108,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",108,"ERICKA","ANTHONY","Associate",32,76964,"Management"
109,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",109,"LUIGI","ALLYNE","Analyst",24,47417,"Marketing"
110,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",110,"JEFFEREY","ALEXY","Analyst",21,47669,"IT"
111,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",111,"ROBERT","ARCAND","Analyst",21,40318,"Finance"
112,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",112,"HAYWOOD","ALKINS","Analyst",23,46743,"IT"
113,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",113,"STAN","AGRESTO","Analyst",25,40060,"Management"
114,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",114,"BETTIE","ANDUJAR","Analyst",25,46129,"Management"
115,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",115,"ALLAN","ACEVES","Senior Manager",38,189435,"Marketing"
116,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",116,"ELEANORE","ARENA","Senior Analyst",26,62537,"Management"
117,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",117,"ERIC","ABAJIAN","Analyst",24,44145,"Management"
118,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",118,"LEIGH","ANAWALT","Analyst",22,47998,"Marketing"
119,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",119,"ARON","ALBOR","Analyst",25,49310,"Marketing"
120,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",120,"KAREN","ALMSTEAD","Analyst",24,49235,"Management"
121,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",121,"KENDRICK","AHIMUD","Senior Analyst",26,68245,"Finance"
122,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",122,"LAKESHA","ARDEN","Analyst",23,47498,"Finance"
123,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",123,"JUNIOR","AGORAS","Analyst",25,40636,"Finance"
124,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",124,"ERNESTINE","AMUSO","Analyst",25,45233,"Operations"
125,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",125,"TERESITA","ARENTZ","Senior Analyst",27,53275,"Finance"
126,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",126,"ESTHER","ALTSCHULER","Analyst",24,43540,"Web"
127,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",127,"BERRY","ALDONZA","Analyst",21,40275,"Management"
128,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",128,"WENDELL","ACREE","Analyst",21,44361,"Web"
129,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",129,"RUBEN","ABSHEAR","Analyst",25,41936,"Web"
130,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",130,"PATTIE","ARGUIN","Analyst",21,45830,"Finance"
131,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",131,"ISABEL","AMICI","Analyst",23,44521,"Web"
132,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",132,"BRODERICK","ALMERICO","Analyst",22,45997,"Management"
133,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",133,"JEREMY","ABDELLA","Analyst",25,44218,"Finance"
134,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",134,"KELLI","AMORIELLO","Manager",35,140926,"Finance"
135,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",135,"MARIETTA","APPLEBAUM","Analyst",21,48886,"Operations"
136,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",136,"CHADWICK","ALATOSSE","Analyst",23,49081,"Operations"
137,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",137,"NONA","APODACA","Analyst",23,42195,"Operations"
138,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",138,"JON","ABOLT","Senior Analyst",25,50130,"Marketing"
139,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",139,"JORDON","ALLARA","Senior Analyst",25,55472,"Finance"
140,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",140,"LAWRENCE","ABBOT","Analyst",25,43269,"Operations"
141,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",141,"LEANNE","ANNABEL","Analyst",22,43712,"Operations"
142,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",142,"LES","ALCIVAR","Analyst",25,42377,"Marketing"
143,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",143,"DEIDRA","ARCHANGEL","Senior Analyst",28,69316,"Operations"
144,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",144,"GERI","ARDENEAUX","Analyst",23,46418,"Marketing"
145,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",145,"MANUAL","ALLFORD","Senior Analyst",28,65566,"Marketing"
146,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",146,"CELESTINE","ARGIRO","Analyst",24,48976,"Finance"
147,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",147,"JAVIER","ACEDO","Analyst",23,43760,"Marketing"
148,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",148,"CAREN","ARGO","Analyst",22,41047,"Operations"
149,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",149,"DEBBIE","ALUARADO","Analyst",25,43225,"Operations"
150,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",150,"MICHAEL","AAGAARD","Analyst",22,42361,"Marketing"
151,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",151,"MARLENE","AMAYA","Analyst",22,43835,"Management"
152,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",152,"HESTER","ARAGAO","Analyst",25,47326,"Operations"
153,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",153,"ULYSSES","AILTS","Senior Analyst",25,61221,"Marketing"
154,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",154,"INES","ARB","Analyst",21,42943,"Finance"
155,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",155,"JESSE","ABDULKARIM","Analyst",23,48751,"Operations"
156,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",156,"CLAY","AERTS","Analyst",22,42136,"Finance"
157,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",157,"MERCEDES","ANASTASI","Analyst",21,42472,"Web"
158,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",158,"BRANDON","ABBY","Analyst",22,46677,"IT"
159,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",159,"BILL","ABOSHIHATA","Analyst",25,45977,"Web"
160,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",160,"ALFREDO","ACHZIGER","Analyst",25,41345,"Web"
161,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",161,"NICOLE","ALSOBROOK","Director",41,323196,"Marketing"
162,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",162,"GOLDIE","ANERTON","Analyst",22,42727,"Marketing"
163,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",163,"ELIAS","ADSIT","Senior Analyst",25,53218,"Marketing"
164,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",164,"SUN","ARDIZZONE","Analyst",21,48422,"IT"
165,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",165,"BOOKER","AKRIGHT","Associate",32,83066,"IT"
166,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",166,"LEEANN","ARCHILA","Analyst",21,41627,"Operations"
167,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",167,"DEREK","ABOULISSAN","Director",42,388112,"Marketing"
168,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",168,"DAWN","ALTIER","Analyst",23,44469,"Web"
169,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",169,"SHELTON","AKUCHIE","Analyst",24,41109,"Marketing"
170,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",170,"LEOPOLDO","ALBORN","Analyst",23,43924,"Operations"
171,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",171,"DARREN","ACERO","Senior Analyst",25,64232,"Operations"
172,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",172,"ARMANDO","ACHENBACH","Analyst",22,49644,"Operations"
173,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",173,"DELPHINE","AREVALO","Director",43,284733,"Web"
174,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",174,"IDA","ALVIRA","Analyst",22,48802,"Operations"
175,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",175,"ALECIA","ARIANO","Analyst",21,41748,"IT"
176,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",176,"JUAN","ABBASSI","Senior Analyst",27,61575,"Finance"
177,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",177,"YOLANDA","ALWAN","Analyst",24,46062,"Marketing"
178,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",178,"EMMA","ALTSISI","Analyst",25,40251,"Finance"
179,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",179,"OCTAVIO","ALAMEIDA","Analyst",21,42416,"Management"
180,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",180,"LEILA","ANNUNZIATA","Analyst",22,43951,"Finance"
181,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",181,"CECIL","ABUD","Analyst",25,47903,"Finance"
182,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",182,"CHARLES","ARMSTER","Analyst",22,45275,"Operations"
183,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",183,"FELIX","ACHESON","Senior Analyst",26,61046,"Finance"
184,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",184,"JAQUELINE","AREHART","Analyst",25,48204,"Web"
185,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",185,"GALE","ANNARUMO","Senior Analyst",27,51053,"Operations"
186,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",186,"FRANCIS","ABERSON","Analyst",22,42560,"Operations"
187,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",187,"TAMMI","APADACA","Analyst",25,40947,"Marketing"
188,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",188,"LOUELLA","ARBRY","Senior Analyst",28,68432,"IT"
189,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",189,"JOYCE","ALQUIJAY","Analyst",24,44561,"Management"
190,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",190,"MARGUERITE","AMICK","Senior Analyst",26,63882,"Operations"
191,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",191,"KENTON","ALEXANDRA","Analyst",23,45903,"Finance"
192,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",192,"CODY","ACEUEDO","Analyst",23,48470,"Web"
193,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",193,"FRANKIE","ANETSBERGER","Analyst",23,45704,"Finance"
194,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",194,"MILLICENT","ARAMBOLES","Senior Analyst",25,57064,"Management"
195,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",195,"DEE","ALEVEDO","Analyst",22,48546,"IT"
196,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",196,"ZELMA","ANTONELLI","Senior Analyst",28,50044,"Operations"
197,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",197,"PEARL","AMARA","Analyst",21,41604,"Marketing"
198,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",198,"CARIDAD","ARMWOOD","Analyst",23,45022,"Finance"
199,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",199,"ELDON","AGOFF","Manager",33,107432,"Web"
200,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",200,"SHANDA","ARJONA","Analyst",24,45499,"IT"
201,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",201,"HEATH","AGNES","Analyst",22,47846,"Marketing"
202,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",202,"ROCIO","ARCURI","Senior Analyst",28,67299,"Operations"
